4-7-5VB1034,4,7,5VB1034,5.0
4-13-Vl. Ardennen,4,13,Vl. Ardennen,7.5
4-15-Vl. Ardennen,4,15,Vl. Ardennen,7.5
4-17-Gr. corridor,4,17,Gr. corridor,7.5
4-19-Gr. corridor,4,19,Gr. corridor,6.5
4-23-Gr. corridor,4,23,Gr. corridor,3.5
4-29-5VB1051,4,29,5VB1051,6.5
4-31-5VB1051,4,31,5VB1051,4.0
4-33-5VB1051,4,33,5VB1051,3.0
4-35-5VB1051,4,35,5VB1051,3.0
4-37-5VB1051,4,37,5VB1051,13.5
4-39-5VB1051,4,39,5VB1051,12.5
4-53-5VB1034,4,53,5VB1034,7.5
4-55-5VB1034,4,55,5VB1034,3.0
4-59-5VB1034,4,59,5VB1034,5.0
4-61-5VB1034,4,61,5VB1034,9.0
4-63-5VB1034,4,63,5VB1034,2.0
4-65-D04,4,65,D04,5.0
4-69-D04,4,69,D04,2.0
4-71-D04,4,71,D04,3.5
4-73-D04,4,73,D04,3.0
4-75-D04,4,75,D04,4.5
4-77-Vl. Ardennen,4,77,Vl. Ardennen,1.0
4-83-Vl. Ardennen,4,83,Vl. Ardennen,3.0
4-85-Vl. Ardennen,4,85,Vl. Ardennen,12.0
4-87-Vl. Ardennen,4,87,Vl. Ardennen,6.5
5-7-Gr. corridor,5,7,Gr. corridor,1.0
5-11-Gr. corridor,5,11,Gr. corridor,1.0
5-13-Vl. Ardennen,5,13,Vl. Ardennen,8.5
5-15-Vl. Ardennen,5,15,Vl. Ardennen,4.0
5-17-gr. corridor,5,17,gr. corridor,10.5
5-19-gr. corridor,5,19,gr. corridor,6.5
5-21-gr. corridor,5,21,gr. corridor,6.0
5-23-gr. corridor,5,23,gr. corridor,6.0
5-25-gr. corridor,5,25,gr. corridor,6.0
5-29-5VB1051,5,29,5VB1051,6.0
5-31-5VB1051,5,31,5VB1051,4.5
5-33-5VB1051,5,33,5VB1051,3.5
5-35-5VB1051,5,35,5VB1051,2.5
5-37-5VB1051,5,37,5VB1051,13.5
5-39-5VB1051,5,39,5VB1051,8.0
5-53-5VB1034,5,53,5VB1034,5.0
5-55-5VB1034,5,55,5VB1034,5.0
5-57-5VB1034,5,57,5VB1034,5.0
5-59-5VB1034,5,59,5VB1034,5.5
5-61-5VB1034,5,61,5VB1034,5.5
5-65-D04,5,65,D04,7.0
5-69-D04,5,69,D04,6.5
5-71-D04,5,71,D04,5.0
5-77-Vl. Ardennen,5,77,Vl. Ardennen,1.0
5-79-Vl. Ardennen,5,79,Vl. Ardennen,1.0
5-83-Vl. Ardennen,5,83,Vl. Ardennen,4.5
5-85-Vl. Ardennen,5,85,Vl. Ardennen,4.5
5-87-Vl. Ardennen,5,87,Vl. Ardennen,3.0
6-7-?,6,7,?,4.5
6-9-?,6,9,?,7.0
6-11-?,6,11,?,3.5
6-17-Gr. corridor,6,17,Gr. corridor,9.0
6-19-Gr. corridor,6,19,Gr. corridor,3.5
6-21-Gr. corridor,6,21,Gr. corridor,7.0
6-23-Gr. corridor,6,23,Gr. corridor,8.5
6-25-Gr. corridor,6,25,Gr. corridor,3.0
6-27-Gr. corridor,6,27,Gr. corridor,2.5
6-29-5VB1051,6,29,5VB1051,3.0
6-33-5VB1051,6,33,5VB1051,2.5
6-35-5VB1051,6,35,5VB1051,7.0
6-39-5VB1051,6,39,5VB1051,6.5
6-53-5VB1034,6,53,5VB1034,6.5
6-55-5VB1034,6,55,5VB1034,6.5
6-57-5VB1034,6,57,5VB1034,4.0
6-61-5VB1034,6,61,5VB1034,2.0
6-63-5VB1034,6,63,5VB1034,5.0
6-65-D04,6,65,D04,11.0
6-67-D04,6,67,D04,4.5
6-69-D04,6,69,D04,5.0
6-71-D04,6,71,D04,2.0
6-73-D04,6,73,D04,5.0
6-75-D04,6,75,D04,1.5
6-77-Vl. Ardennen,6,77,Vl. Ardennen,7.0
6-79-Vl. Ardennen,6,79,Vl. Ardennen,6.0
6-81-Vl. Ardennen,6,81,Vl. Ardennen,0.5
6-85-Vl. Ardennen,6,85,Vl. Ardennen,7.5
6-87-Vl. Ardennen,6,87,Vl. Ardennen,7.0
7-7-Gr. corridor,7,7,Gr. corridor,5.0
7-11-Gr. corridor,7,11,Gr. corridor,3.5
7-13-?,7,13,?,5.5
7-15-Vl. Ardennen,7,15,Vl. Ardennen,3.0
7-17-gr. corridor,7,17,gr. corridor,10.0
7-19-gr. corridor,7,19,gr. corridor,8.0
7-21-gr. corridor,7,21,gr. corridor,7.5
7-23-gr. corridor,7,23,gr. corridor,6.0
7-27-gr. corridor,7,27,gr. corridor,7.0
7-29-5VB1051,7,29,5VB1051,1.5
7-33-5VB1051,7,33,5VB1051,5.5
7-35-5VB1051,7,35,5VB1051,4.0
7-37-5VB1051,7,37,5VB1051,4.0
7-39-5VB1051,7,39,5VB1051,8.0
7-53-5VB1034,7,53,5VB1034,3.0
7-55-5VB1034,7,55,5VB1034,7.0
7-57-5VB1034,7,57,5VB1034,5.5
7-59-5VB1034,7,59,5VB1034,4.0
7-61-5VB1034,7,61,5VB1034,3.5
7-63-5VB1034,7,63,5VB1034,5.0
7-65-D04,7,65,D04,5.0
7-67-D04,7,67,D04,3.5
7-69-D04,7,69,D04,4.0
7-71-D04,7,71,D04,2.0
7-73-D04,7,73,D04,4.5
7-77-Vl. Ardennen,7,77,Vl. Ardennen,2.5
7-79-Vl. Ardennen,7,79,Vl. Ardennen,1.5
7-81-Vl. Ardennen,7,81,Vl. Ardennen,3.0
7-83-Vl. Ardennen,7,83,Vl. Ardennen,2.5
7-85-Vl. Ardennen,7,85,Vl. Ardennen,8.5
7-87-Vl. Ardennen,7,87,Vl. Ardennen,6.0
8-7-?,8,7,?,7.0
8-9-?,8,9,?,3.5
8-11-Vl. Ardennen,8,11,Vl. Ardennen,3.5
8-13-Vl. Ardennen,8,13,Vl. Ardennen,2.5
8-15-Vl. Ardennen,8,15,Vl. Ardennen,2.5
8-17-Gr. corridor,8,17,Gr. corridor,9.5
8-19-Gr. corridor,8,19,Gr. corridor,9.5
8-21-Gr. corridor,8,21,Gr. corridor,11.0
8-23-Gr. corridor,8,23,Gr. corridor,5.0
8-25-Gr. corridor,8,25,Gr. corridor,4.5
8-27-Gr. corridor,8,27,Gr. corridor,3.5
8-29-5VB1051,8,29,5VB1051,1.0
8-31-5VB1051,8,31,5VB1051,4.5
8-33-5VB1051,8,33,5VB1051,8.5
8-35-5VB1051,8,35,5VB1051,5.5
8-37-5VB1051,8,37,5VB1051,7.0
8-39-5VB1051,8,39,5VB1051,6.0
8-53-5VB1034,8,53,5VB1034,9.5
8-55-5VB1034,8,55,5VB1034,6.0
8-57-5VB1034,8,57,5VB1034,3.0
8-59-5VB1034,8,59,5VB1034,5.0
8-61-5VB1034,8,61,5VB1034,3.0
8-63-5VB1034,8,63,5VB1034,6.0
8-65-D04,8,65,D04,9.0
8-69-D04,8,69,D04,5.0
8-73-D04,8,73,D04,0.5
8-81-Vl. Ardennen,8,81,Vl. Ardennen,0.5
8-83-Vl. Ardennen,8,83,Vl. Ardennen,6.0
8-85-Vl. Ardennen,8,85,Vl. Ardennen,4.0
8-87-Vl. Ardennen,8,87,Vl. Ardennen,7.5
9-5-Vl. Ardennen,9,5,Vl. Ardennen,2.0
9-7-Vl. Ardennen,9,7,Vl. Ardennen,1.0
9-9-Vl. Ardennen,9,9,Vl. Ardennen,2.0
9-11-Vl. Ardennen,9,11,Vl. Ardennen,7.5
9-13-Vl. Ardennen,9,13,Vl. Ardennen,10.0
9-15-Vl. Ardennen,9,15,Vl. Ardennen,7.5
9-17-gr. corridor,9,17,gr. corridor,9.5
9-19-gr. corridor,9,19,gr. corridor,7.0
9-21-gr. corridor,9,21,gr. corridor,4.0
9-23-gr. corridor,9,23,gr. corridor,4.0
9-25-gr. corridor,9,25,gr. corridor,6.0
9-27-gr. corridor,9,27,gr. corridor,7.0
9-31-5VB1051,9,31,5VB1051,9.0
9-33-5VB1051,9,33,5VB1051,1.5
9-35-5VB1051,9,35,5VB1051,4.5
9-37-5VB1051,9,37,5VB1051,6.0
9-39-5VB1051,9,39,5VB1051,11.5
9-53-5VB1034,9,53,5VB1034,2.5
9-55-5VB1034,9,55,5VB1034,13.0
9-57-5VB1034,9,57,5VB1034,5.0
9-59-5VB1034,9,59,5VB1034,4.0
9-61-5VB1034,9,61,5VB1034,4.0
9-63-5VB1034,9,63,5VB1034,1.5
9-65-D04,9,65,D04,7.0
9-67-D04,9,67,D04,4.0
9-69-D04,9,69,D04,4.5
9-71-D04,9,71,D04,5.0
9-73-D04,9,73,D04,1.5
9-75-D04,9,75,D04,6.0
9-77-Vl. Ardennen,9,77,Vl. Ardennen,5.5
9-81-Vl. Ardennen,9,81,Vl. Ardennen,10.5
9-83-Vl. Ardennen,9,83,Vl. Ardennen,9.5
9-85-Vl. Ardennen,9,85,Vl. Ardennen,9.0
9-87-Vl. Ardennen,9,87,Vl. Ardennen,7.0
10-5-D01,10,5,D01,7.0
10-7-D01,10,7,D01,6.0
10-9-D01,10,9,D01,8.5
10-11-D01,10,11,D01,5.0
10-13-D01,10,13,D01,6.0
10-15-D01,10,15,D01,0.5
10-17-W.Vl.Heuvels,10,17,W.Vl.Heuvels,3.0
10-19-W.Vl.Heuvels,10,19,W.Vl.Heuvels,4.5
10-21-W.Vl.Heuvels,10,21,W.Vl.Heuvels,10.0
10-23-W.Vl.Heuvels,10,23,W.Vl.Heuvels,9.5
10-25-W.Vl.Heuvels,10,25,W.Vl.Heuvels,5.5
10-27-W.Vl.Heuvels,10,27,W.Vl.Heuvels,7.0
10-29-6VB1038,10,29,6VB1038,4.0
10-31-6VB1038,10,31,6VB1038,3.0
10-33-6VB1038,10,33,6VB1038,12.5
10-35-6VB1038,10,35,6VB1038,4.5
10-37-6VB1038,10,37,6VB1038,3.0
10-39-6VB1038,10,39,6VB1038,0.5
10-41-Gr. corridor,10,41,Gr. corridor,5.0
10-43-Gr. corridor,10,43,Gr. corridor,7.5
10-45-Gr. corridor,10,45,Gr. corridor,1.0
10-47-Gr. corridor,10,47,Gr. corridor,7.0
10-49-Gr. corridor,10,49,Gr. corridor,9.0
10-51-Gr. corridor,10,51,Gr. corridor,6.0
10-53-5VB1051,10,53,5VB1051,7.5
10-55-5VB1051,10,55,5VB1051,8.5
10-57-5VB1051,10,57,5VB1051,2.0
10-59-5VB1051,10,59,5VB1051,6.5
10-61-5VB1051,10,61,5VB1051,6.5
10-63-5VB1051,10,63,5VB1051,10.0
10-77-5VB1034,10,77,5VB1034,5.0
10-79-5VB1034,10,79,5VB1034,4.5
10-81-5VB1034,10,81,5VB1034,7.5
10-83-5VB1034,10,83,5VB1034,6.5
10-85-5VB1034,10,85,5VB1034,4.0
10-87-5VB1034,10,87,5VB1034,4.0
11-5-D01,11,5,D01,3.5
11-7-D01,11,7,D01,5.5
11-9-D01,11,9,D01,5.0
11-11-D01,11,11,D01,5.0
11-13-D01,11,13,D01,8.5
11-15-D01,11,15,D01,8.5
11-17-W.Vl.Heuvels,11,17,W.Vl.Heuvels,8.5
11-19-W.Vl.Heuvels,11,19,W.Vl.Heuvels,8.0
11-21-W.Vl.Heuvels,11,21,W.Vl.Heuvels,8.0
11-23-W.Vl.Heuvels,11,23,W.Vl.Heuvels,5.0
11-25-W.Vl.Heuvels,11,25,W.Vl.Heuvels,5.5
11-27-W.Vl.Heuvels,11,27,W.Vl.Heuvels,6.5
11-29-6VB1038,11,29,6VB1038,3.5
11-31-6VB1038,11,31,6VB1038,5.0
11-33-6VB1038,11,33,6VB1038,5.0
11-35-6VB1038,11,35,6VB1038,7.5
11-37-6VB1038,11,37,6VB1038,5.0
11-39-6VB1038,11,39,6VB1038,3.0
11-41-gr. corridor,11,41,gr. corridor,3.5
11-45-gr. corridor,11,45,gr. corridor,2.5
11-47-gr. corridor,11,47,gr. corridor,1.5
11-49-gr. corridor,11,49,gr. corridor,4.5
11-53-5VB1051,11,53,5VB1051,2.5
11-55-5VB1051,11,55,5VB1051,3.0
11-59-5VB1051,11,59,5VB1051,1.5
11-61-5VB1051,11,61,5VB1051,7.0
11-63-5VB1051,11,63,5VB1051,8.0
11-77-5VB1034,11,77,5VB1034,9.5
11-79-5VB1034,11,79,5VB1034,3.5
11-81-5VB1034,11,81,5VB1034,8.0
11-83-5VB1034,11,83,5VB1034,6.5
11-85-5VB1034,11,85,5VB1034,9.5
11-87-5VB1034,11,87,5VB1034,9.0
12-5-D01,12,5,D01,4.0
12-7-D01,12,7,D01,4.5
12-9-D01,12,9,D01,9.5
12-11-D01,12,11,D01,9.0
12-13-D01,12,13,D01,10.0
12-15-D01,12,15,D01,8.0
12-17-W.Vl.Heuvels,12,17,W.Vl.Heuvels,7.0
12-19-W.Vl.Heuvels,12,19,W.Vl.Heuvels,6.5
12-21-W.Vl.Heuvels,12,21,W.Vl.Heuvels,6.5
12-23-W.Vl.Heuvels,12,23,W.Vl.Heuvels,8.0
12-25-W.Vl.Heuvels,12,25,W.Vl.Heuvels,8.0
12-27-W.Vl.Heuvels,12,27,W.Vl.Heuvels,3.5
12-29-6VB1038,12,29,6VB1038,7.0
12-31-6VB1038,12,31,6VB1038,7.0
12-33-6VB1038,12,33,6VB1038,5.0
12-35-6VB1038,12,35,6VB1038,3.5
12-37-6VB1038,12,37,6VB1038,0.5
12-39-6VB1038,12,39,6VB1038,2.0
12-41-Gr. corridor,12,41,Gr. corridor,1.0
12-45-Gr. corridor,12,45,Gr. corridor,4.0
12-47-Gr. corridor,12,47,Gr. corridor,1.0
12-49-Gr. corridor,12,49,Gr. corridor,1.5
12-51-Gr. corridor,12,51,Gr. corridor,5.5
12-55-5VB1051,12,55,5VB1051,4.5
12-57-5VB1051,12,57,5VB1051,2.5
12-59-5VB1051,12,59,5VB1051,4.0
12-61-5VB1051,12,61,5VB1051,7.0
12-63-5VB1051,12,63,5VB1051,5.0
12-77-5VB1034,12,77,5VB1034,6.5
12-79-5VB1034,12,79,5VB1034,9.0
12-81-5VB1034,12,81,5VB1034,12.0
12-83-5VB1034,12,83,5VB1034,7.5
12-85-5VB1034,12,85,5VB1034,11.5
12-87-5VB1034,12,87,5VB1034,10.5
13-5-D01,13,5,D01,5.5
13-7-D01,13,7,D01,3.0
13-9-D01,13,9,D01,7.5
13-11-D01,13,11,D01,10.0
13-13-D01,13,13,D01,1.0
13-15-D01,13,15,D01,10.0
13-17-W.Vl.Heuvels,13,17,W.Vl.Heuvels,9.5
13-19-W.Vl.Heuvels,13,19,W.Vl.Heuvels,9.0
13-21-W.Vl.Heuvels,13,21,W.Vl.Heuvels,2.0
13-23-W.Vl.Heuvels,13,23,W.Vl.Heuvels,6.0
13-25-W.Vl.Heuvels,13,25,W.Vl.Heuvels,4.5
13-27-W.Vl.Heuvels,13,27,W.Vl.Heuvels,1.5
13-29-6VB1038,13,29,6VB1038,5.5
13-31-6VB1038,13,31,6VB1038,3.0
13-33-6VB1038,13,33,6VB1038,1.0
13-35-6VB1038,13,35,6VB1038,8.0
13-39-6VB1038,13,39,6VB1038,4.5
13-41-gr. corridor,13,41,gr. corridor,9.0
13-43-gr. corridor,13,43,gr. corridor,5.0
13-45-gr. corridor,13,45,gr. corridor,3.5
13-49-gr. corridor,13,49,gr. corridor,10.5
13-51-gr. corridor,13,51,gr. corridor,10.0
13-53-5VB1051,13,53,5VB1051,8.0
13-55-5VB1051,13,55,5VB1051,5.0
13-59-5VB1051,13,59,5VB1051,6.0
13-61-5VB1051,13,61,5VB1051,2.5
13-63-5VB1051,13,63,5VB1051,11.5
13-77-5VB1034,13,77,5VB1034,8.5
13-79-5VB1034,13,79,5VB1034,6.0
13-81-5VB1034,13,81,5VB1034,5.5
13-83-5VB1034,13,83,5VB1034,5.5
13-85-5VB1034,13,85,5VB1034,8.0
13-87-5VB1034,13,87,5VB1034,11.0
14-5-D01,14,5,D01,4.5
14-7-D01,14,7,D01,3.5
14-9-D01,14,9,D01,6.5
14-11-D01,14,11,D01,8.5
14-13-D01,14,13,D01,9.5
14-15-D01,14,15,D01,12.0
14-17-W.Vl.Heuvels,14,17,W.Vl.Heuvels,13.0
14-19-W.Vl.Heuvels,14,19,W.Vl.Heuvels,12.0
14-21-W.Vl.Heuvels,14,21,W.Vl.Heuvels,7.0
14-23-W.Vl.Heuvels,14,23,W.Vl.Heuvels,6.0
14-25-W.Vl.Heuvels,14,25,W.Vl.Heuvels,4.0
14-27-W.Vl.Heuvels,14,27,W.Vl.Heuvels,5.0
14-29-6VB1038,14,29,6VB1038,0.5
14-31-6VB1038,14,31,6VB1038,4.5
14-33-6VB1038,14,33,6VB1038,0.5
14-35-6VB1038,14,35,6VB1038,5.0
14-37-6VB1038,14,37,6VB1038,0.5
14-39-6VB1038,14,39,6VB1038,6.5
14-41-Gr. corridor,14,41,Gr. corridor,8.5
14-43-Gr. corridor,14,43,Gr. corridor,2.5
14-45-Gr. corridor,14,45,Gr. corridor,4.0
14-47-Gr. corridor,14,47,Gr. corridor,6.0
14-49-Gr. corridor,14,49,Gr. corridor,9.5
14-51-Gr. corridor,14,51,Gr. corridor,7.0
14-53-5VB1051,14,53,5VB1051,9.0
14-55-5VB1051,14,55,5VB1051,8.5
14-57-5VB1051,14,57,5VB1051,9.0
14-59-5VB1051,14,59,5VB1051,8.5
14-61-5VB1051,14,61,5VB1051,1.0
14-63-5VB1051,14,63,5VB1051,6.5
14-77-5VB1034,14,77,5VB1034,7.0
14-79-5VB1034,14,79,5VB1034,0.5
14-81-5VB1034,14,81,5VB1034,11.0
14-83-5VB1034,14,83,5VB1034,8.0
14-85-5VB1034,14,85,5VB1034,13.0
14-87-5VB1034,14,87,5VB1034,11.0
15-5-D01,15,5,D01,2.5
15-9-D01,15,9,D01,5.5
15-11-D01,15,11,D01,6.0
15-15-D01,15,15,D01,3.5
15-17-W.Vl.Heuvels,15,17,W.Vl.Heuvels,2.5
15-19-W.Vl.Heuvels,15,19,W.Vl.Heuvels,6.5
15-21-W.Vl.Heuvels,15,21,W.Vl.Heuvels,5.0
15-23-W.Vl.Heuvels,15,23,W.Vl.Heuvels,6.0
15-25-W.Vl.Heuvels,15,25,W.Vl.Heuvels,8.0
15-27-W.Vl.Heuvels,15,27,W.Vl.Heuvels,0.5
15-29-6VB1038,15,29,6VB1038,0.5
15-33-6VB1038,15,33,6VB1038,0.5
15-35-6VB1038,15,35,6VB1038,0.5
15-37-6VB1038,15,37,6VB1038,2.0
15-39-6VB1038,15,39,6VB1038,4.5
15-41-gr. corridor,15,41,gr. corridor,7.0
15-43-gr. corridor,15,43,gr. corridor,10.0
15-45-gr. corridor,15,45,gr. corridor,5.5
15-47-gr. corridor,15,47,gr. corridor,10.5
15-49-gr. corridor,15,49,gr. corridor,6.5
15-51-gr. corridor,15,51,gr. corridor,8.0
15-53-5VB1051,15,53,5VB1051,7.5
15-55-5VB1051,15,55,5VB1051,5.0
15-57-5VB1051,15,57,5VB1051,7.5
15-59-5VB1051,15,59,5VB1051,4.0
15-61-5VB1051,15,61,5VB1051,11.0
15-63-5VB1051,15,63,5VB1051,4.0
15-77-5VB1034,15,77,5VB1034,8.0
15-79-5VB1034,15,79,5VB1034,3.0
15-81-5VB1034,15,81,5VB1034,8.0
15-85-5VB1034,15,85,5VB1034,7.5
15-87-5VB1034,15,87,5VB1034,7.0
16-7-D04,16,7,D04,1.5
16-9-D04,16,9,D04,11.0
16-11-D04,16,11,D04,8.0
16-13-D04,16,13,D04,9.5
16-15-D04,16,15,D04,8.0
16-17-Vl. Ardennen,16,17,Vl. Ardennen,7.0
16-19-Vl. Ardennen,16,19,Vl. Ardennen,2.5
16-21-Vl. Ardennen,16,21,Vl. Ardennen,9.5
16-23-Vl. Ardennen,16,23,Vl. Ardennen,9.0
16-25-Vl. Ardennen,16,25,Vl. Ardennen,6.5
16-27-Vl. Ardennen,16,27,Vl. Ardennen,0.5
16-29-D01,16,29,D01,2.5
16-31-D01,16,31,D01,0.5
16-33-D01,16,33,D01,0.5
16-35-D01,16,35,D01,4.0
16-37-D01,16,37,D01,5.0
16-39-D01,16,39,D01,3.0
16-41-W.Vl.Heuvels,16,41,W.Vl.Heuvels,4.5
16-43-W.Vl.Heuvels,16,43,W.Vl.Heuvels,0.5
16-45-W.Vl.Heuvels,16,45,W.Vl.Heuvels,7.5
16-47-W.Vl.Heuvels,16,47,W.Vl.Heuvels,4.0
16-49-W.Vl.Heuvels,16,49,W.Vl.Heuvels,11.0
16-51-W.Vl.Heuvels,16,51,W.Vl.Heuvels,7.0
16-53-6VB1038,16,53,6VB1038,10.5
16-55-6VB1038,16,55,6VB1038,10.0
16-57-6VB1038,16,57,6VB1038,10.0
16-59-6VB1038,16,59,6VB1038,6.5
16-61-6VB1038,16,61,6VB1038,8.5
16-63-6VB1038,16,63,6VB1038,7.0
16-65-Gr. corridor,16,65,Gr. corridor,7.0
16-67-Gr. corridor,16,67,Gr. corridor,7.0
16-69-Gr. corridor,16,69,Gr. corridor,3.0
16-71-Gr. corridor,16,71,Gr. corridor,7.5
16-73-Gr. corridor,16,73,Gr. corridor,6.0
